service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
142361,1,1,1,1,1,1,0,20200101,20270831
142362,1,1,1,1,1,1,0,20200101,20270831
142539,1,0,1,1,0,1,0,20200101,20270831
142540,1,1,1,1,1,0,0,20200101,20270831
142795,1,1,1,1,1,0,0,20200106,20241231
142838,0,1,0,0,1,0,0,20200106,20241231
143228,1,1,1,1,1,1,0,20200120,20270831
143229,1,1,1,1,1,0,0,20201001,20251223
143230,1,1,1,1,1,1,0,20200901,20270831
143412,0,1,0,0,1,0,0,20201001,20251223
143413,1,0,1,1,0,0,0,20201001,20251223
143421,0,0,0,0,0,1,0,20201001,20251223
143426,1,1,1,1,1,0,0,20201001,20251223
143428,1,1,1,1,1,0,0,20201001,20251223
143468,1,1,1,1,1,1,0,20200120,20270831
143471,1,0,1,0,1,0,0,20200120,20270831
143472,0,1,0,1,0,1,0,20200120,20270831
143473,1,1,1,1,1,1,1,20200120,20270831
143477,0,0,0,0,0,0,1,20200120,20270831
143478,1,0,1,0,0,0,0,20200120,20270831
143479,0,1,0,1,1,0,0,20200120,20270831
143480,1,1,1,1,1,1,0,20200901,20270831
143482,1,1,1,1,1,1,1,20200120,20270831
143512,0,0,0,0,0,0,1,20200120,20270831
143513,1,1,1,1,1,1,0,20200120,20270831
143601,1,1,1,1,1,0,0,20240901,20250609
143707,1,1,1,1,1,0,0,20200201,20251223
143770,1,1,1,1,1,0,0,20200201,20251223
143774,1,1,1,1,1,0,0,20240901,20250609
143795,1,1,1,1,1,0,0,20200201,20251223
143823,1,1,1,1,1,0,0,20200201,20251223
143829,1,1,1,1,1,0,0,20200201,20251223
143830,0,0,0,0,0,1,1,20200201,20251223
143855,1,1,1,1,1,0,0,20200201,20251223
143856,1,1,1,1,1,0,0,20200201,20251223
144125,1,1,1,1,1,0,0,20191203,20290930
144432,1,1,1,1,1,0,0,20200302,20270831
144433,1,1,1,1,1,0,0,20200302,20270831
144694,0,0,0,0,0,1,0,20200201,20251223
144695,0,0,0,0,0,1,1,20200302,20270831
144696,0,0,0,0,1,0,0,20240901,20250531
144876,1,1,1,1,1,1,1,20230701,20280930
144953,1,1,1,1,1,1,0,20200222,20290930
144975,1,1,1,1,1,0,0,20200302,20270831
145183,0,0,0,0,0,1,0,20200302,20241231
145195,1,1,1,1,1,0,0,20200302,20241231
145198,0,0,0,0,0,1,0,20200302,20241231
146200,1,1,1,1,1,0,0,20201019,20270831
146214,0,1,0,1,0,1,0,20211201,20270831
146736,1,1,1,1,1,1,1,20200401,20300331
146746,1,1,1,1,1,1,0,20200401,20300331
146747,1,1,1,1,1,1,1,20200401,20300331
146752,1,1,1,1,1,0,0,20221201,20300331
146753,0,0,0,0,0,1,1,20221201,20300331
146754,1,1,1,1,1,1,1,20221201,20300331
146757,1,1,1,1,1,1,1,20221201,20300331
146758,1,1,1,1,1,0,0,20221201,20300331
146759,0,0,0,0,0,1,1,20221201,20300331
146765,1,1,1,1,1,0,0,20221201,20300331
146766,1,1,1,1,1,1,1,20221201,20300331
146772,1,1,1,1,1,0,0,20200401,20300331
146774,1,1,1,1,1,0,0,20200401,20300331
146777,1,1,1,1,1,0,0,20241028,20300331
146778,0,0,0,0,0,1,1,20241028,20300331
146792,1,1,1,1,1,0,0,20200401,20300331
146793,1,1,1,1,1,0,0,20200401,20300331
146797,1,1,1,1,1,1,1,20221201,20300331
150374,1,1,1,1,1,0,0,20200505,20300331
151474,1,1,1,1,1,0,0,20200518,20251223
152076,1,0,1,1,1,0,0,20200601,20251223
156836,1,1,1,1,1,1,0,20200822,20300331
156837,1,1,1,1,1,1,1,20200822,20300331
157215,1,1,1,1,1,0,0,20200907,20251223
157228,1,1,1,1,1,1,1,20200901,20241231
157235,0,0,0,0,1,0,0,20200901,20300331
157336,1,1,1,1,1,1,1,20200901,20300331
157337,1,0,1,0,0,1,1,20200901,20300331
157338,0,1,0,1,0,0,0,20200901,20300331
157969,1,0,0,1,0,0,0,20201001,20251223
157971,0,0,1,0,0,0,0,20201001,20251223
157977,0,1,0,0,1,0,0,20201001,20251223
158408,1,1,1,1,1,0,0,20201005,20251223
158409,1,1,1,1,1,1,1,20201005,20251223
158484,1,0,0,0,0,0,0,20240901,20250630
158485,1,1,1,1,1,1,1,20240901,20250630
158908,0,0,0,0,0,1,0,20201001,20241231
158909,0,0,0,0,0,1,0,20201001,20241231
158911,1,1,1,1,1,0,0,20201001,20241231
158912,1,1,1,1,1,0,0,20201001,20241231
158915,1,1,1,1,1,0,0,20201012,20241231
159140,1,1,1,1,1,0,0,20201005,20251223
159141,1,1,1,1,1,0,0,20201005,20251223
159146,0,0,0,0,0,1,0,20201005,20251223
159151,0,0,0,0,0,0,1,20201005,20251223
159284,1,1,1,1,1,0,0,20201010,20300331
159285,1,1,1,1,1,1,1,20201010,20300331
159288,1,1,1,1,1,0,0,20201010,20300331
159342,0,0,0,0,0,1,1,20201010,20300331
159343,0,0,0,0,0,1,1,20201010,20300331
159969,1,1,1,1,1,0,0,20201015,20251223
159973,0,0,0,0,0,1,0,20201015,20251223
160000,1,1,1,1,1,1,0,20240909,20270831
160215,1,1,1,1,1,0,0,20201101,20300331
161040,1,1,1,0,1,0,0,20201101,20250621
161843,1,1,1,1,1,1,1,20201201,20300331
161844,1,1,1,1,1,1,1,20201201,20300331
161852,1,1,1,1,1,1,1,20221201,20300331
162010,1,1,1,1,1,0,0,20201201,20251223
162489,1,1,1,1,1,0,0,20241016,20251223
162490,1,1,1,1,1,0,0,20241016,20251223
162757,1,1,1,1,1,0,0,20201204,20290930
162758,1,1,1,1,1,1,1,20201204,20290930
162759,1,1,1,1,1,1,1,20201204,20290930
162760,0,0,0,0,0,1,1,20201204,20290930
162775,0,0,0,0,1,0,0,20201214,20241231
163437,0,0,1,0,0,0,0,20201213,20251223
163443,0,0,1,0,0,0,0,20201213,20251223
163506,1,1,1,1,1,1,1,20201212,20300331
163785,1,1,1,1,1,1,1,20201216,20290930
163787,1,1,1,1,1,1,1,20201216,20290930
163928,0,0,0,0,1,0,1,20201227,20251226
163976,1,1,1,1,1,0,0,20210111,20251223
163982,1,1,1,1,1,0,0,20210111,20251223
163984,1,1,1,1,1,0,0,20210111,20251223
164004,1,1,1,1,1,0,0,20210111,20251223
164006,1,1,1,1,1,0,0,20210111,20251223
164026,0,0,1,0,1,0,0,20210111,20251223
164086,1,1,1,1,1,0,0,20210111,20251223
164088,1,1,1,1,1,0,0,20210111,20251223
164089,1,1,1,1,1,0,0,20210111,20251223
164096,1,1,1,1,1,0,0,20210111,20251223
164298,1,1,1,1,1,1,1,20241231,20241231
164300,1,1,1,1,1,1,1,20250106,20250106
164432,0,1,0,0,1,0,0,20210118,20241231
164445,1,1,1,1,1,0,0,20210118,20241231
164448,1,1,1,1,1,1,0,20210118,20241231
165026,1,1,1,1,1,0,0,20210101,20251223
165036,1,1,1,1,1,0,0,20220801,20251223
165065,1,1,1,1,1,0,0,20210101,20251223
165268,0,0,0,0,0,1,1,20211210,20251223
165269,0,0,0,0,0,1,1,20211210,20251223
165270,0,0,0,0,0,1,1,20211210,20251223
165271,0,0,0,0,0,1,1,20211210,20251223
165272,0,0,0,0,0,1,1,20211210,20251223
165508,1,1,1,1,1,1,1,20210128,20290930
165511,1,1,1,1,1,1,0,20210128,20290930
165513,1,1,1,1,1,1,1,20210128,20290930
165514,1,1,1,1,1,1,1,20210128,20290930
165526,1,1,1,1,1,0,0,20211025,20290930
165540,1,1,1,1,1,1,1,20210128,20290930
165568,0,0,0,0,1,0,0,20210208,20241231
165569,0,0,0,0,0,0,1,20210208,20241231
165570,0,0,0,0,0,1,0,20210208,20241231
165606,1,0,0,1,0,0,0,20210208,20241231
165607,1,1,1,1,1,0,0,20210208,20241231
165915,1,1,1,1,1,1,1,20210305,20260304
166106,1,1,1,1,1,0,0,20170701,20251223
166170,1,1,1,1,1,0,0,20210215,20251223
166288,1,1,1,1,1,0,0,20230701,20280930
166322,1,1,1,1,1,1,1,20230701,20280930
166515,1,1,1,1,1,1,0,20210301,20250621
166516,1,1,1,1,1,0,0,20210301,20250621
166518,0,0,1,0,0,0,0,20210301,20250621
166520,1,1,1,1,1,0,0,20240901,20250609
166530,1,1,1,1,1,0,0,20240601,20251223
166531,1,1,1,1,1,0,0,20240601,20251223
166532,1,1,1,1,1,0,0,20240601,20251223
166533,1,1,1,1,1,0,0,20240601,20251223
166534,1,1,1,1,1,0,0,20240601,20251223
166556,1,1,1,1,1,0,0,20210308,20251223
166563,1,1,1,1,1,0,0,20210301,20250621
166564,1,1,1,1,1,0,0,20210301,20250621
166565,0,0,0,0,1,0,0,20210301,20250621
166566,0,0,0,0,1,0,0,20210301,20250621
166567,1,1,1,1,1,0,0,20230123,20250621
166568,1,1,1,1,1,0,0,20240901,20250609
166569,1,1,1,1,1,1,0,20210301,20250621
166578,1,1,1,1,1,0,0,20210308,20251223
166694,1,1,1,1,1,1,0,20230701,20280930
166933,1,1,1,1,1,0,0,20230701,20280930
166934,1,1,1,1,1,1,1,20230701,20280930
166937,0,0,0,0,1,0,0,20210315,20241231
167459,1,1,1,1,1,0,0,20210322,20270831
167461,1,1,1,1,1,0,0,20210322,20270831
167467,1,0,1,0,1,0,0,20210322,20270831
167468,0,1,0,1,0,1,0,20210322,20270831
167536,0,1,0,1,0,1,0,20210322,20270831
167543,0,0,0,0,0,0,1,20210322,20270831
167993,1,1,1,1,1,1,1,20231025,20241231
168147,1,1,1,1,1,1,1,20210315,20290930
168174,1,1,1,1,1,1,1,20231025,20280930
168278,0,0,0,0,0,1,1,20231025,20280930
168291,1,1,1,1,1,1,0,20230701,20241231
168420,1,1,0,0,0,0,0,20240401,20300930
168584,0,0,0,0,0,0,1,20210601,20250617
168668,1,1,1,1,1,0,0,20230701,20280930
168810,1,1,1,1,1,1,1,20210501,20250630
168867,1,1,1,1,1,0,0,20230701,20280930
168914,1,1,1,1,1,0,0,20210412,20251223
169092,1,1,1,1,1,1,1,20230701,20280930
169272,1,1,1,1,1,1,0,20210628,20260403
169366,1,1,1,1,1,1,1,20230701,20280930
169367,0,0,1,0,0,0,0,20210402,20251223
169370,0,0,0,0,0,0,1,20230701,20280930
169372,1,1,1,1,1,1,0,20230701,20280930
169498,1,1,1,1,1,0,0,20210419,20241231
169502,1,1,1,1,1,1,1,20210419,20241231
169503,1,1,1,1,1,1,1,20210419,20241231
169504,1,1,1,1,1,0,1,20210419,20241231
169508,1,1,0,1,1,0,0,20210419,20241231
169549,1,1,1,1,1,1,0,20230701,20280930
169564,1,1,1,1,1,1,1,20230701,20241231
169578,0,0,0,0,0,1,1,20210501,20251223
169580,0,0,0,0,0,1,0,20210501,20251223
169585,1,1,1,1,1,0,0,20210501,20251223
169588,0,0,0,0,0,1,0,20210501,20251223
169598,1,1,1,1,1,0,0,20210501,20251223
169707,1,1,1,1,1,1,1,20230701,20241231
169763,1,1,1,1,1,0,0,20230701,20280930
169766,1,1,1,1,1,0,0,20230701,20280930
169767,0,0,0,0,0,0,1,20230701,20241231
169768,0,0,0,0,0,0,1,20210419,20241231
169816,1,1,1,1,1,0,0,20230701,20280930
169942,1,1,1,1,1,1,0,20230701,20280930
169950,1,1,1,1,1,1,0,20230701,20280930
170083,1,1,1,1,1,0,0,20210501,20251223
170084,1,1,1,1,1,0,0,20240401,20300930
170102,1,1,1,1,1,1,1,20230701,20280930
170118,0,0,0,0,0,1,0,20210501,20251223
170126,0,0,0,0,0,1,1,20210501,20251223
170129,0,0,0,0,0,1,0,20210501,20251223
170130,1,1,1,1,1,0,0,20210501,20251223
170299,1,1,1,1,1,0,0,20230701,20280930
170349,0,1,0,0,1,0,0,20230701,20280930
170355,1,1,1,1,1,0,0,20230701,20280930
170477,1,1,1,1,1,1,1,20230701,20280930
170527,1,0,0,0,0,0,0,20240401,20300920
170535,1,1,1,1,1,1,1,20210814,20300331
170536,1,1,1,1,1,1,1,20210814,20300331
170537,1,1,1,1,1,0,0,20210814,20300331
170549,1,1,1,1,1,1,1,20210423,20300331
170560,1,1,1,1,1,0,0,20210501,20251223
170599,1,1,1,1,1,0,0,20210501,20251223
170604,1,1,1,1,1,1,0,20210501,20251223
170609,0,0,0,0,0,1,1,20210501,20251223
170621,1,1,1,1,1,1,1,20210501,20251223
170803,1,1,1,1,1,0,0,20230701,20280930
170804,1,1,1,1,1,0,0,20230701,20280930
170990,0,0,0,0,1,0,0,20210501,20261231
170991,1,1,1,1,1,1,0,20230701,20280930
170994,1,1,1,1,1,0,0,20210501,20261231
171005,1,1,1,1,1,0,0,20210501,20261231
171023,1,1,1,1,1,0,0,20230701,20280930
171134,0,0,0,0,1,0,0,20230701,20241231
171135,0,0,0,0,1,0,0,20230701,20241231
171159,0,0,0,0,0,1,0,20230701,20280930
171166,1,1,1,1,1,0,0,20240401,20300930
171167,1,1,1,1,1,1,1,20240401,20300930
171168,1,1,1,1,1,1,1,20240401,20300930
171169,1,1,1,1,1,1,1,20240401,20300930
171174,1,1,1,1,1,0,0,20240401,20300930
171179,1,0,0,0,0,0,0,20240401,20300930
171183,0,1,0,0,0,0,0,20240401,20300930
171208,0,0,0,0,0,1,1,20230701,20280930
171213,0,0,1,0,0,0,0,20240401,20300930
171317,1,1,1,1,1,0,0,20230701,20280930
171324,1,1,1,1,0,0,0,20240401,20300930
171332,1,1,1,1,1,1,1,20230701,20280930
171411,0,1,1,1,1,0,0,20240401,20300930
171417,1,1,1,1,1,0,0,20240401,20300930
171418,0,0,1,0,1,0,0,20240401,20300930
171441,1,1,1,1,0,0,0,20240401,20300930
171444,1,1,1,1,1,0,0,20240401,20300930
171447,0,0,1,0,1,0,0,20240401,20300930
171448,0,0,0,0,1,0,0,20240401,20300930
171497,1,1,1,1,1,0,0,20240401,20241231
171895,1,1,1,1,1,0,0,20210501,20300331
171896,1,1,1,1,1,1,1,20210501,20300331
171897,1,1,1,1,1,1,1,20210501,20300331
171898,1,1,1,1,1,1,1,20210501,20300331
171905,1,1,1,1,1,1,1,20210501,20300331
171906,1,1,1,1,1,1,1,20210501,20300331
171907,1,1,1,1,1,1,1,20210501,20300331
171909,1,1,1,1,1,1,1,20210501,20300331
171921,1,1,1,1,1,1,1,20210501,20300331
171922,1,1,1,1,1,0,0,20210501,20300331
171923,0,0,0,0,0,1,1,20210501,20300331
171924,1,1,1,1,1,0,0,20210501,20300331
171925,1,1,1,1,1,1,1,20210501,20300331
171926,1,1,1,1,1,0,0,20210501,20300331
171986,1,1,1,1,1,0,0,20230701,20280930
171987,1,1,1,1,1,0,0,20230701,20280930
172042,1,1,1,1,1,0,0,20230701,20280930
172091,1,1,1,1,1,0,0,20230701,20280930
172124,1,1,1,1,1,0,0,20230701,20280930
172138,1,1,1,1,1,0,0,20230701,20280930
172216,0,0,0,0,1,0,0,20241101,20250228
172217,0,1,0,0,1,0,1,20241101,20250228
172218,0,1,0,0,0,0,0,20241101,20250228
172224,1,0,1,0,1,0,0,20230701,20280930
172305,1,1,1,1,1,0,0,20230701,20280930
172334,0,0,0,0,0,1,1,20230701,20280930
172674,1,1,1,1,1,1,0,20230701,20280930
172677,1,1,1,1,1,0,0,20230701,20280930
172694,0,0,0,0,0,1,1,20230701,20280930
172695,1,1,1,1,1,1,1,20230701,20280930
172697,1,1,1,1,1,0,0,20230701,20280930
172716,1,1,1,1,1,1,1,20230701,20280930
172717,1,1,1,1,1,0,0,20240401,20290630
172719,1,1,1,1,1,1,1,20230701,20280930
172729,1,0,0,0,0,0,0,20230710,20280930
172735,1,1,1,1,1,1,0,20240401,20290630
172738,0,0,1,0,1,0,0,20230701,20280930
172800,1,1,1,1,1,1,0,20240401,20290630
172939,1,1,1,1,1,0,0,20241021,20251223
172940,1,1,1,1,1,0,0,20241021,20251223
172941,1,1,1,1,1,0,0,20241021,20251223
172942,1,1,1,1,1,0,0,20241021,20251223
172943,1,1,1,1,1,0,0,20241021,20251223
172944,1,1,1,1,1,0,0,20241021,20251223
172945,1,1,1,1,1,0,0,20241021,20251223
172946,1,1,1,1,1,0,0,20241021,20251223
172947,1,1,1,1,1,0,0,20241021,20251223
172965,1,1,1,1,1,1,1,20230701,20280930
172966,1,1,1,1,1,1,1,20230701,20280930
172967,1,1,1,1,1,1,1,20230701,20280930
173007,1,1,1,1,1,1,1,20230701,20241231
173008,1,1,1,1,1,1,1,20230701,20241231
173009,1,1,1,1,1,1,1,20230701,20241231
173010,1,1,1,1,1,1,1,20230701,20241231
173011,1,1,1,1,1,1,1,20230701,20241231
173012,1,1,1,1,1,1,1,20230701,20241231
173013,1,1,1,1,1,1,1,20230701,20241231
173014,1,1,1,1,1,1,1,20230701,20241231
173015,1,1,1,1,1,1,1,20230701,20241231
173016,1,1,1,1,1,1,1,20230701,20241231
173017,1,1,1,1,1,1,0,20230701,20280930
173018,1,1,1,1,1,0,0,20230701,20280930
173019,1,1,1,1,1,0,0,20230701,20280930
173069,1,1,1,1,1,0,0,20230701,20280930
173070,0,0,0,0,0,1,1,20230701,20280930
173071,0,0,0,0,0,1,1,20230701,20280930
173098,0,0,0,0,0,0,1,20230701,20280930
173127,1,1,1,1,1,0,0,20230701,20280930
173129,0,1,0,0,0,1,0,20210601,20251223
173199,0,0,0,0,1,0,1,20210601,20251223
173200,1,1,1,1,1,1,1,20240401,20290630
173292,1,1,1,1,1,1,0,20210601,20251223
173293,0,0,0,0,0,1,1,20240401,20290630
173350,1,1,1,1,1,0,0,20230701,20280930
173356,1,1,1,1,1,1,1,20240401,20290630
173357,1,1,1,1,1,1,1,20240401,20290630
173370,1,1,1,1,1,1,1,20240401,20290630
173378,1,1,1,1,1,1,0,20231025,20241231
173390,1,1,1,1,1,0,0,20231025,20280930
173395,1,1,1,1,1,1,0,20240401,20290630
173431,1,1,1,1,1,0,0,20231025,20241231
173456,1,1,1,1,1,0,0,20231025,20241231
173465,1,1,1,1,1,1,1,20231025,20280930
173468,1,1,1,1,1,1,0,20240401,20290630
173472,1,1,1,1,1,0,0,20240401,20290630
173480,0,0,0,0,0,1,1,20231025,20241231
173497,1,1,1,1,1,0,0,20230701,20280930
173498,1,1,1,1,1,0,0,20230701,20280930
173500,1,1,1,1,1,0,1,20230701,20280930
173501,1,1,1,1,1,0,1,20230701,20280930
173505,1,1,1,1,1,1,1,20230701,20280930
173507,1,1,1,1,1,0,0,20230701,20280930
173973,1,1,1,1,1,1,0,20210628,20270831
175524,0,0,0,0,0,1,0,20240701,20251223
175525,0,0,0,0,0,1,0,20240701,20251223
175526,0,0,0,0,0,1,0,20240701,20251223
175541,0,0,0,0,0,1,0,20210901,20251223
177175,0,0,0,0,0,1,0,20240701,20251223
177176,0,0,0,0,0,1,0,20240701,20251223
177177,0,0,0,0,0,1,0,20240701,20251223
178229,1,1,1,1,1,1,0,20210901,20261231
178433,0,0,0,0,0,0,1,20240701,20251223
178434,0,0,0,0,0,0,1,20240701,20251223
178435,0,0,0,0,0,0,1,20240701,20251223
178446,0,0,0,0,0,0,1,20240701,20251223
178447,0,0,0,0,0,0,1,20240701,20251223
178448,0,0,0,0,0,0,1,20240701,20251223
178449,0,0,0,0,0,0,1,20210901,20251223
178503,1,1,1,1,1,0,0,20210815,20260814
179141,1,1,1,1,1,0,0,20210822,20251223
179198,1,1,1,1,1,1,0,20210901,20241231
179225,1,1,1,1,1,1,1,20210902,20251223
179229,1,1,1,1,1,0,0,20210902,20251223
179230,1,1,1,1,1,1,1,20210902,20251223
179231,0,0,0,0,0,1,1,20210902,20251223
179237,1,1,1,1,1,1,1,20241016,20251223
179238,1,1,1,1,1,1,1,20241016,20251223
179239,1,1,1,1,1,1,1,20241016,20251223
179240,1,1,1,1,1,1,1,20241016,20251223
179241,1,1,1,1,1,1,1,20241016,20251223
179263,1,1,1,1,1,1,1,20210902,20251223
179312,0,0,0,0,0,1,1,20210901,20251223
179313,0,0,0,0,0,1,1,20210901,20251223
179314,0,0,0,0,0,1,1,20210901,20251223
179315,0,0,0,0,0,1,1,20210901,20251223
179316,0,0,0,0,0,1,1,20210901,20251223
179317,0,0,0,0,0,1,1,20210901,20251223
180715,1,1,1,1,1,0,0,20210913,20270831
180942,0,0,0,0,0,1,0,20210918,20270831
181031,1,1,1,1,1,0,0,20210913,20270831
181166,1,1,1,1,1,0,0,20210915,20251223
181544,1,1,1,1,1,0,0,20210915,20251223
181607,1,1,1,1,1,0,0,20240901,20250609
181608,1,1,1,1,1,0,0,20240901,20250609
181698,1,1,1,1,1,1,1,20210921,20260920
181770,1,1,1,1,1,0,0,20200201,20251223
182188,1,1,1,1,1,0,0,20210927,20270831
182189,1,1,1,1,1,0,0,20210927,20270831
182270,1,1,1,1,1,0,0,20210927,20241231
182272,1,1,1,1,1,0,0,20211001,20251223
182273,0,0,0,0,0,1,1,20211001,20251223
182691,1,1,1,1,1,1,0,20210925,20300331
182692,1,1,1,1,1,1,1,20210925,20300331
